AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2272.0,-16568.0,11928.0,14852.0,-1923.0,-746.0
2644.0,-9648.0,12568.0,16065.0,-745.0,3215.0
2116.0,-1928.0,13872.0,4549.0,2105.0,3837.0
1344.0,-4660.0,12884.0,-7406.0,4388.0,2651.0
1544.0,-13584.0,11100.0,-11223.0,4324.0,-1315.0
1588.0,-17660.0,12280.0,-2216.0,1795.0,-3560.0
1008.0,-16224.0,13784.0,9379.0,-1612.0,-379.0
1888.0,-9180.0,12608.0,12340.0,-1780.0,3240.0
2412.0,-4164.0,13212.0,1753.0,1113.0,3363.0
1624.0,-4916.0,11752.0,-9119.0,4347.0,1919.0
1716.0,-14976.0,11296.0,-10129.0,5294.0,-1373.0
1032.0,-14316.0,12392.0,-6152.0,3068.0,-2812.0
1008.0,-12652.0,12480.0,-2371.0,1195.0,-101.0
1416.0,-13612.0,12436.0,432.0,848.0,1250.0
1300.0,-9804.0,12156.0,-2591.0,941.0,254.0
1612.0,-10144.0,10416.0,-5566.0,1319.0,676.0
1640.0,-15444.0,9652.0,-1636.0,890.0,-8.0
1772.0,-19268.0,10040.0,9389.0,-704.0,-76.0
1464.0,-14816.0,10948.0,17473.0,-2343.0,2424.0
1764.0,-6740.0,12732.0,9606.0,-1415.0,4322.0
2276.0,-3800.0,11860.0,-4339.0,1744.0,3902.0
1284.0,-13320.0,10204.0,-12003.0,5289.0,-337.0
1512.0,-16600.0,9768.0,-8142.0,4582.0,-4827.0
1484.0,-19740.0,9920.0,3624.0,1450.0,-3045.0
1704.0,-16236.0,11072.0,14982.0,-1347.0,127.0
2060.0,-9024.0,12560.0,12064.0,-1117.0,3151.0
2300.0,-1144.0,13104.0,-3303.0,1885.0,3006.0
1592.0,-9428.0,10496.0,-14429.0,5968.0,919.0
1492.0,-18688.0,9212.0,-11077.0,5553.0,-4665.0
1600.0,-21332.0,9692.0,3913.0,1374.0,-4252.0
1704.0,-17416.0,11212.0,18002.0,-2286.0,38.0
2028.0,-10456.0,11580.0,21503.0,-2513.0,5186.0
2544.0,-1644.0,13092.0,6592.0,-43.0,5167.0
1740.0,-3792.0,11424.0,-9781.0,4543.0,3845.0
1024.0,-16356.0,11176.0,-13731.0,6515.0,-2221.0
1072.0,-17552.0,10332.0,-5974.0,3592.0,-5788.0
992.0,-18792.0,10624.0,7266.0,354.0,-2007.0
1548.0,-14304.0,11512.0,16046.0,-1862.0,1644.0
1832.0,-8384.0,12252.0,12138.0,-1311.0,3767.0
1952.0,-2248.0,12612.0,-1288.0,1479.0,3019.0
